name	N	mu	mu_model	err_mu	zcmb	zhel	dz	mb	dmb	x1	dx1	color	dcolor	3rdvar	d3rdvar	cov_m_s	cov_m_c	cov_s_c	set	ra	dec	biascor
5D3kp	87	43.6886	43.6669	0.1357	0.85039	0.849996	0.0	24.31865	0.1304	0	0	0	0	0	0	0	0	0	0	0	0	
5D4dw	219	43.6365	43.6740	0.1494	0.85391	0.854998	0.0	24.3052	0.1508	0	0	0	0	0	0	0	0	0	0	0	0	
Manipogo	26	43.6595	43.6772	0.2140	0.854	0.855202	0.0	24.3128	0.21455	0	0	0	0	0	0	0	0	0	0	0	0	
4D1ff	16	43.4535	43.6913	0.1444	0.8592	0.860000	0.0	24.1237	0.1478	0	0	0	0	0	0	0	0	0	0	0	0	
5D1er	60	43.7738	43.6913	0.1597	0.8592	0.860003	0.0	24.4442	0.16535	0	0	0	0	0	0	0	0	0	0	0	0	
5D1iz	182	43.9104	43.6913	0.1854	0.8592	0.859998	0.0	24.54425	0.17845	0	0	0	0	0	0	0	0	0	0	0	0	
4D4ii	171	43.7202	43.7082	0.1524	0.86491	0.866000	0.0	24.39625	0.15285	0	0	0	0	0	0	0	0	0	0	0	0	
5D1em	59	43.7358	43.7099	0.1521	0.8652	0.866006	0.0	24.3693	0.14625	0	0	0	0	0	0	0	0	0	0	0	0	
3D1ew	4	43.6898	43.7161	0.1774	0.8672	0.868006	0.0	24.34685	0.17385	0	0	0	0	0	0	0	0	0	0	0	0	
5D2nn	76	43.7137	43.7335	0.1399	0.87116	0.870002	0.0	24.3402	0.1332	0	0	0	0	0	0	0	0	0	0	0	0	
4D4bk	165	43.7771	43.7512	0.1479	0.87891	0.879995	0.0	24.42165	0.14325	0	0	0	0	0	0	0	0	0	0	0	0	
5D3cq	79	43.5565	43.7899	0.1487	0.89038	0.889995	0.0	24.1804	0.14085	0	0	0	0	0	0	0	0	0	0	0	0	
5D2by	187	43.9099	43.7973	0.1597	0.89216	0.890999	0.0	24.5781	0.1577	0	0	0	0	0	0	0	0	0	0	0	0	
3D4di	12	43.7563	43.8085	0.1719	0.89791	0.898999	0.0	24.40275	0.16645	0	0	0	0	0	0	0	0	0	0	0	0	
5D3ht	203	43.8932	43.8228	0.1592	0.90139	0.901003	0.0	24.5128	0.1511	0	0	0	0	0	0	0	0	0	0	0	0	
4D3gx	158	43.9753	43.8495	0.1723	0.91039	0.909997	0.0	24.6116	0.16365	0	0	0	0	0	0	0	0	0	0	0	0	
4D1ow	21	43.7574	43.8575	0.1446	0.9142	0.914998	0.0	24.37895	0.13735	0	0	0	0	0	0	0	0	0	0	0	0	
5D2ay	185	43.9015	43.8831	0.1833	0.92116	0.919996	0.0	24.57175	0.18725	0	0	0	0	0	0	0	0	0	0	0	0	
5D2bw	67	43.7187	43.8830	0.1803	0.92116	0.920002	0.0	24.355	0.1708	0	0	0	0	0	0	0	0	0	0	0	0	
5D2ob	77	44.0925	43.8947	0.1110	0.92516	0.923999	0.0	24.7687	0.10935	0	0	0	0	0	0	0	0	0	0	0	0	
3D4cy	130	44.0841	43.8908	0.1998	0.92591	0.926997	0.0	24.7416	0.1923	0	0	0	0	0	0	0	0	0	0	0	0	
4D4jy	174	44.1383	43.8995	0.1917	0.92891	0.930000	0.0	24.7789	0.1829	0	0	0	0	0	0	0	0	0	0	0	0	
6D2cd	226	44.0308	43.9120	0.2104	0.93116	0.929998	0.0	24.704	0.21015	0	0	0	0	0	0	0	0	0	0	0	0	
4D4ih	51	43.9583	43.9110	0.1638	0.93291	0.934001	0.0	24.54795	0.15235	0	0	0	0	0	0	0	0	0	0	0	0	
4D4hf	168	44.0883	43.9167	0.2002	0.93491	0.936001	0.0	24.7653	0.2009	0	0	0	0	0	0	0	0	0	0	0	0	
Vilas	38	43.6088	43.9199	0.1646	0.935	0.936202	0.0	24.2666	0.1658	0	0	0	0	0	0	0	0	0	0	0	0	
5D3la	208	43.8313	43.9249	0.1471	0.93639	0.936001	0.0	24.4717	0.1405	0	0	0	0	0	0	0	0	0	0	0	0	
3D4cx	10	43.7447	43.9538	0.1638	0.94791	0.948999	0.0	24.41155	0.1642	0	0	0	0	0	0	0	0	0	0	0	0	
4D1pd	22	43.9898	43.9582	0.1503	0.94921	0.950003	0.0	24.66675	0.15105	0	0	0	0	0	0	0	0	0	0	0	0	
4D3ml	42	44.0632	43.9647	0.1545	0.95039	0.949999	0.0	24.68515	0.14485	0	0	0	0	0	0	0	0	0	0	0	0	
4D4jw	54	44.1967	43.9875	0.1850	0.95991	0.961002	0.0	24.80665	0.17245	0	0	0	0	0	0	0	0	0	0	0	0	
4D3nr	163	43.8958	43.9928	0.1612	0.96038	0.959998	0.0	24.5736	0.1577	0	0	0	0	0	0	0	0	0	0	0	0	
5D3km	206	44.2104	43.9928	0.1521	0.96038	0.960003	0.0	24.80925	0.14255	0	0	0	0	0	0	0	0	0	0	0	0	
Patuxent	30	44.4797	44.0185	0.2718	0.97	0.971202	0.0	25.11545	0.26175	0	0	0	0	0	0	0	0	0	0	0	0	
Ombo	29	44.0745	44.0328	0.1361	0.9752	0.976402	0.0	24.7061	0.13985	0	0	0	0	0	0	0	0	0	0	0	0	
5D2my	195	44.1175	44.0550	0.1488	0.98216	0.981002	0.0	24.78095	0.143	0	0	0	0	0	0	0	0	0	0	0	0	
4D3lp	160	44.2391	44.0563	0.1515	0.98339	0.982999	0.0	24.92305	0.1439	0	0	0	0	0	0	0	0	0	0	0	0	
4D1rx	25	44.1870	44.0553	0.1608	0.9842	0.985003	0.0	24.828	0.153	0	0	0	0	0	0	0	0	0	0	0	0	
4D1iv	18	44.0699	44.0906	0.1489	0.9972	0.998006	0.0	24.69965	0.1408	0	0	0	0	0	0	0	0	0	0	0	0	
6D4cl	238	43.9762	44.0944	0.1025	0.99891	1.000003	0.0	24.6122	0.0953	0	0	0	0	0	0	0	0	0	0	0	0	
4D3dd	35	44.4106	44.1077	0.2011	1.0024	1.002004	0.0	25.0798	0.19135	0	0	0	0	0	0	0	0	0	0	0	0	
SCP05D0	40	44.2029	44.1376	0.2149	1.014	1.015202	0.0	24.85445	0.2291	0	0	0	0	0	0	0	0	0	0	0	0	
Eagle	16	44.2279	44.1534	0.1649	1.02	1.021202	0.0	24.88235	0.1657	0	0	0	0	0	0	0	0	0	0	0	0	
4D4dw	47	44.1084	44.1764	0.1696	1.02991	1.030999	0.0	24.7289	0.16015	0	0	0	0	0	0	0	0	0	0	0	0	
6D3en	233	44.0634	44.2587	0.1741	1.06039	1.060002	0.0	24.6873	0.16415	0	0	0	0	0	0	0	0	0	0	0	0	
SCP06C0	42	44.0370	44.3366	0.2481	1.092	1.093202	0.0	24.63835	0.26405	0	0	0	0	0	0	0	0	0	0	0	0	
Gabi	20	44.4076	44.4046	0.1628	1.12	1.121202	0.0	25.0639	0.1649	0	0	0	0	0	0	0	0	0	0	0	0	
vespesian	2	45.0997	44.6034	0.3480	1.206	1.205618	0.0	25.73935	0.3352	0	0	0	0	0	0	0	0	0	0	0	0	
Koekemoer	24	44.6559	44.6564	0.2042	1.23	1.231202	0.0	25.28615	0.19155	0	0	0	0	0	0	0	0	0	0	0	0	
Lancaster	25	44.8563	44.6564	0.1644	1.23	1.231202	0.0	25.4985	0.17085	0	0	0	0	0	0	0	0	0	0	0	0	
Aphrodite	14	44.8624	44.8051	0.1747	1.3	1.301202	0.0	25.52015	0.17875	0	0	0	0	0	0	0	0	0	0	0	0	
Thoth	37	44.6115	44.8154	0.2266	1.305	1.306202	0.0	25.2642	0.235	0	0	0	0	0	0	0	0	0	0	0	0	
SCP05D6	41	44.8909	44.8359	0.1973	1.315	1.316202	0.0	25.54235	0.1987	0	0	0	0	0	0	0	0	0	0	0	0	
washington	3	44.9637	44.8663	0.1517	1.33	1.330388	0.0	25.6034	0.1484	0	0	0	0	0	0	0	0	0	0	0	0	
Borg	15	44.8173	44.8865	0.1592	1.34	1.341202	0.0	25.4652	0.1632	0	0	0	0	0	0	0	0	0	0	0	0	
Mcguire	27	44.8916	44.9459	0.1668	1.37	1.371202	0.0	25.5159	0.1622	0	0	0	0	0	0	0	0	0	0	0	0	
Sasquatch	33	44.7394	44.9848	0.1988	1.39	1.391202	0.0	25.36305	0.20125	0	0	0	0	0	0	0	0	0	0	0	0	
carter	5	45.2837	45.2596	0.2038	1.54	1.538838	0.0	25.9072	0.21065	0	0	0	0	0	0	0	0	0	0	0	0	
Primo	6	45.3798	45.2769	0.1810	1.55	1.550387	0.0	26.00705	0.18565	0	0	0	0	0	0	0	0	0	0	0	0	
geta	7	45.4332	45.5240	0.2826	1.7	1.701108	0.0	26.0592	0.2832	0	0	0	0	0	0	0	0	0	0	0	0	
stone	8	45.5454	45.6766	0.1865	1.8	1.799601	0.0	26.2011	0.18795	0	0	0	0	0	0	0	0	0	0	0	0	
wilson	10	45.5195	45.8403	0.2444	1.914	1.914829	0.0	26.1609	0.2559	0	0	0	0	0	0	0	0	0	0	0	0	
colfax	9	46.2174	46.2813	0.2529	2.26	2.259601	0.0	26.877	0.2548	0	0	0	0	0	0	0	0	0	0	0	0	
